0169 CHOIR          C
0170 ENGLISH 12     F
0170 TRIGONOMETRY   F
0170 PHYSICS        A
0170 ECONOMICS      B
0170 PHYS ED        B
0170 JOURNALISM     B
0170 DRAMA          D
0171 ENGLISH 12     A
0171 CALCULUS       F
0171 CHEMISTRY      A
0171 ECONOMICS      A
0171 PHYS ED        C
0171 COMPUTER LAB   A
0172 ENGLISH 10     A
0172 ALGEBRA 2      A
0172 BIOLOGY 1      F
0172 WORLD HISTORY  B
0172 PHYS ED        B
0172 JOURNALISM     D
0173 ENGLISH 11     B
0173 TRIGONOMETRY   A
0173 CHEMISTRY      C
0173 US HISTORY     C
0173 PHYS ED        C
0173 FRENCH 1       C
0174 ENGLISH 10     F
0174 GEOMETRY       B
0174 BIOLOGY 1      A
0174 WORLD HISTORY  C
0174 PHYS ED        A
0174 DRIVER ED      A
0175 ENGLISH 10     A
0175 ALGEBRA 2      C
0175 BIOLOGY 1      B
0175 WORLD HISTORY  F
0175 PHYS ED        C
0175 SPANISH 2      B
0176 ENGLISH 12     A
0176 CALCULUS       C
0176 PHYSICS        B
0176 ECONOMICS      A
0176 PHYS ED        C
0176 DRAMA          D
0177 ENGLISH 10     C
0177 GEOMETRY       C
0177 BIOLOGY 1      D
0177 WORLD HISTORY  F
0177 PHYS ED        C
0177 WOOD SHOP      C
0178 ENGLISH 11     C
0178 TRIGONOMETRY   A
0178 BIOLOGY 2      C
0178 US HISTORY     C
0178 PHYS ED        F
0178 DRIVER ED      B
0179 ENGLISH 12     C
0179 TRIGONOMETRY   F
0179 CHEMISTRY      C
0179 ECONOMICS      D
0179 PHYS ED        A
0179 DRAMA          B
0179 TYPING 1       F
0180 ENGLISH 9      C
0180 ALGEBRA 1      A
0180 EARTH SCIENCE  B
0180 CIVICS         B
0180 PHYS ED        B
0180 TYPING 1       B
0181 ENGLISH 12     D
0181 CALCULUS       B
0181 CHEMISTRY      D
0181 ECONOMICS      A
0181 PHYS ED        A
0181 DRAMA          F
0182 ENGLISH 11     C
0182 ALGEBRA 2      C
0182 CHEMISTRY      C
0182 US HISTORY     C
0182 PHYS ED        A
0182 SPANISH 2      C
0183 ENGLISH 12     F
0183 TRIGONOMETRY   B
0183 PHYSICS        C
0183 ECONOMICS      F
0183 PHYS ED        D
0183 GERMAN 1       D
0183 DRAMA          A
0184 ENGLISH 9      C
0184 GEOMETRY       C
0184 EARTH SCIENCE  A
0184 CIVICS         F
0184 PHYS ED        C
0184 AUTO SHOP      B
0185 ENGLISH 12     B
0185 TRIGONOMETRY   A
0185 PHYSICS        B
0185 ECONOMICS      A
0185 PHYS ED        B
0185 TYPING 1       B
0186 ENGLISH 9      C
0186 GEOMETRY       A
0186 EARTH SCIENCE  A
0186 CIVICS         C
0186 PHYS ED        D
0186 DRIVER ED      F
0186 GERMAN 1       B
0187 ENGLISH 12     C
0187 TRIGONOMETRY   D
0187 PHYSICS        F
0187 ECONOMICS      C
0187 PHYS ED        C
0187 DRAMA          D
0187 FRENCH 1       B
0188 ENGLISH 10     B
0188 GEOMETRY       C
0188 BIOLOGY 1      F
0188 WORLD HISTORY  C
0188 PHYS ED        A
0188 WOOD SHOP      C
0188 SPANISH 2      C
0189 ENGLISH 9      C
0189 GEOMETRY       B
0189 GEN SCIENCE    D
0189 CIVICS         B
0189 PHYS ED        A
0189 FRENCH 1       A
0190 ENGLISH 10     F
0190 GEOMETRY       C
0190 BIOLOGY 1      B
0190 WORLD HISTORY  D
0190 PHYS ED        A
0190 GERMAN 1       C
0191 ENGLISH 10     C
0191 GEOMETRY       B
0191 BIOLOGY 1      A
0191 WORLD HISTORY  A
0191 PHYS ED        A
0191 SPANISH 2      B
0192 ENGLISH 10     A
0192 ALGEBRA 2      A
0192 BIOLOGY 1      D
0192 WORLD HISTORY  C
0192 PHYS ED        B
0192 CHOIR          B
0193 ENGLISH 12     D
0193 TRIGONOMETRY   B
0193 CHEMISTRY      D
0193 ECONOMICS      B
0193 PHYS ED        C
0193 LATIN 1        B
0194 ENGLISH 9      D
0194 ALGEBRA 1      A
0194 EARTH SCIENCE  B
0194 CIVICS         B
0194 PHYS ED        B
0194 METAL SHOP     B
0194 COMPUTER LAB   C
0195 ENGLISH 9      A
0195 GEOMETRY       A
0195 GEN SCIENCE    D
0195 CIVICS         B
0195 PHYS ED        F
0195 BAND           A
0195 SPANISH 2      A
0196 ENGLISH 9      B
0196 ALGEBRA 1      B
0196 GEN SCIENCE    F
0196 CIVICS         F
0196 PHYS ED        A
0196 AUTO SHOP      C
0197 ENGLISH 10     B
0197 ALGEBRA 2      F
0197 BIOLOGY 1      B
0197 WORLD HISTORY  B
0197 PHYS ED        B
0197 BAND           A
0198 ENGLISH 10     D
0198 GEOMETRY       F
0198 BIOLOGY 1      F
0198 WORLD HISTORY  B
0198 PHYS ED        B
0198 BAND           A
0199 ENGLISH 11     C
0199 TRIGONOMETRY   A
0199 CHEMISTRY      B
0199 US HISTORY     A
0199 PHYS ED        A
0199 CHOIR          A
0200 ENGLISH 12     C
0200 CALCULUS       C
0200 PHYSICS        A
0200 ECONOMICS      B
0200 PHYS ED        B
0200 AUTO SHOP      D
0201 ENGLISH 11     A
0201 TRIGONOMETRY   B
0201 BIOLOGY 2      A
0201 US HISTORY     B
0201 PHYS ED        A
0201 LATIN 1        C
0202 ENGLISH 12     B
0202 TRIGONOMETRY   F
0202 CHEMISTRY      F
0202 ECONOMICS      C
0202 PHYS ED        C
0202 JOURNALISM     A
0203 ENGLISH 10     C
0203 GEOMETRY       B
0203 BIOLOGY 1      A
0203 WORLD HISTORY  A
0203 PHYS ED        A
0203 CHOIR          C
0204 ENGLISH 12     B
0204 CALCULUS       A
0204 CHEMISTRY      B
0204 ECONOMICS      C
0204 PHYS ED        B
0204 AUTO SHOP      D
0204 FRENCH 1       C
0205 ENGLISH 9      A
0205 ALGEBRA 1      D
0205 GEN SCIENCE    B
0205 CIVICS         D
0205 PHYS ED        F
0205 TYPING 1       B
0206 ENGLISH 12     A
0206 TRIGONOMETRY   B
0206 CHEMISTRY      F
0206 ECONOMICS      A
0206 PHYS ED        C
0206 DRAMA          F
0207 ENGLISH 11     B
0207 ALGEBRA 2      B
0207 BIOLOGY 2      B
0207 US HISTORY     B
0207 PHYS ED        B
0207 HOME EC        F
0208 ENGLISH 9      B
0208 GEOMETRY       F
0208 EARTH SCIENCE  C
0208 CIVICS         B
0208 PHYS ED        B
0208 FRENCH 2       C
0208 COMPUTER LAB   B
0209 ENGLISH 11     A
0209 ALGEBRA 2      A
0209 CHEMISTRY      B
0209 US HISTORY     B
0209 PHYS ED        C
0209 DRIVER ED      F
0210 ENGLISH 9      A
0210 GEOMETRY       A
0210 EARTH SCIENCE  C
0210 CIVICS         A
0210 PHYS ED        C
0210 DRIVER ED      A
0211 ENGLISH 11     B
0211 ALGEBRA 2      C
0211 BIOLOGY 2      A
0211 US HISTORY     B
0211 PHYS ED        B
0211 FRENCH 1       B
0212 ENGLISH 9      A
0212 GEOMETRY       A
0212 GEN SCIENCE    B
0212 CIVICS         C
0212 PHYS ED        D
0212 GERMAN 1       B
0213 ENGLISH 12     F
0213 CALCULUS       C
0213 CHEMISTRY      C
0213 ECONOMICS      F
0213 PHYS ED        C
0213 WOOD SHOP      B
0214 ENGLISH 9      C
0214 GEOMETRY       B
0214 GEN SCIENCE    B
0214 CIVICS         A
0214 PHYS ED        C
0214 SPANISH 1      B
0215 ENGLISH 10     B
0215 GEOMETRY       F
0215 BIOLOGY 1      B
0215 WORLD HISTORY  C
0215 PHYS ED        A
0215 BAND           B
0216 ENGLISH 11     B
0216 ALGEBRA 2      F
0216 BIOLOGY 2      F
0216 US HISTORY     B
0216 PHYS ED        B
0216 TYPING 1       F
0216 METAL SHOP     B
0217 ENGLISH 12     C
0217 CALCULUS       B
0217 CHEMISTRY      B
0217 ECONOMICS      B
0217 PHYS ED        C
0217 CHOIR          A
0218 ENGLISH 9      F
0218 ALGEBRA 1      F
0218 GEN SCIENCE    C
0218 CIVICS         C
0218 PHYS ED        F
0218 BAND           B
0219 ENGLISH 9      C
0219 ALGEBRA 1      B
0219 GEN SCIENCE    C
0219 CIVICS         A
0219 PHYS ED        A
0219 HOME EC        B
0220 ENGLISH 10     D
0220 GEOMETRY       F
0220 BIOLOGY 1      C
0220 WORLD HISTORY  A
0220 PHYS ED        C
0220 FRENCH 2       B
0220 BAND           C
0221 ENGLISH 12     F
0221 TRIGONOMETRY   F
0221 PHYSICS        C
0221 ECONOMICS      B
0221 PHYS ED        A
0221 COMPUTER LAB   F
0221 LATIN 1        C
0222 ENGLISH 10     B
0222 GEOMETRY       A
0222 BIOLOGY 1      B
0222 WORLD HISTORY  B
0222 PHYS ED        C
0222 METAL SHOP     B
0223 ENGLISH 11     D
0223 ALGEBRA 2      A
0223 CHEMISTRY      C
0223 US HISTORY     A
0223 PHYS ED        F
0223 COMPUTER LAB   A
0223 SPANISH 1      B
0224 ENGLISH 11     A
0224 ALGEBRA 2      B
0224 BIOLOGY 2      D
0224 US HISTORY     C
0224 PHYS ED        B
0224 WOOD SHOP      B
0225 ENGLISH 11     B
0225 ALGEBRA 2      C
0225 BIOLOGY 2      B
0225 US HISTORY     C
0225 PHYS ED        B
0225 SPANISH 1      C
0226 ENGLISH 10     F
0226 ALGEBRA 2      B
0226 BIOLOGY 1      B
0226 WORLD HISTORY  B
0226 PHYS ED        C
0226 SPANISH 2      C
0227 ENGLISH 10     B
0227 ALGEBRA 2      B
0227 BIOLOGY 1      B
0227 WORLD HISTORY  C
0227 PHYS ED        D
0227 WOOD SHOP      D
0228 ENGLISH 10     B
0228 GEOMETRY       A
0228 BIOLOGY 1      B
0228 WORLD HISTORY  D
0228 PHYS ED        B
0228 GERMAN 1       B
0229 ENGLISH 10     B
0229 ALGEBRA 2      D
0229 BIOLOGY 1      B
0229 WORLD HISTORY  A
0229 PHYS ED        C
0229 SPANISH 2      C
0229 JOURNALISM     F
0230 ENGLISH 12     C
0230 TRIGONOMETRY   D
0230 CHEMISTRY      B
0230 ECONOMICS      F
0230 PHYS ED        A
0230 FRENCH 2       A
0231 ENGLISH 12     F
0231 CALCULUS       C
0231 CHEMISTRY      B
0231 ECONOMICS      C
0231 PHYS ED        B
0231 GERMAN 1       B
0232 ENGLISH 11     F
0232 ALGEBRA 2      B
0232 BIOLOGY 2      B
0232 US HISTORY     C
0232 PHYS ED        C
0232 TYPING 1       C
0233 ENGLISH 12     C
0233 CALCULUS       C
0233 PHYSICS        B
0233 ECONOMICS      C
0233 PHYS ED        D
0233 SPANISH 1      C
0234 ENGLISH 12     C
0234 TRIGONOMETRY   F
0234 CHEMISTRY      C
0234 ECONOMICS      C
0234 PHYS ED        D
0234 LATIN 1        F
0235 ENGLISH 9      D
0235 GEOMETRY       C
0235 EARTH SCIENCE  F
0235 CIVICS         F
0235 PHYS ED        A
0235 WOOD SHOP      B
0236 ENGLISH 12     C
0236 CALCULUS       B
0236 PHYSICS        B
0236 ECONOMICS      B
0236 PHYS ED        C
0236 FRENCH 2       C
0237 ENGLISH 9      C
0237 ALGEBRA 1      C
0237 GEN SCIENCE    A
0237 CIVICS         C
0237 PHYS ED        D
0237 DRAMA          D
0238 ENGLISH 12     B
0238 CALCULUS       C
0238 CHEMISTRY      B
0238 ECONOMICS      B
0238 PHYS ED        B
0238 FRENCH 1       B
0239 ENGLISH 9      F
0239 GEOMETRY       B
0239 GEN SCIENCE    B
0239 CIVICS         C
0239 PHYS ED        C
0239 JOURNALISM     F
0240 ENGLISH 10     A
0240 GEOMETRY       B
0240 BIOLOGY 1      C
0240 WORLD HISTORY  B
0240 PHYS ED        B
0240 FRENCH 1       C
0241 ENGLISH 10     C
0241 GEOMETRY       C
0241 BIOLOGY 1      B
0241 WORLD HISTORY  F
0241 PHYS ED        F
0241 TYPING 1       D
0242 ENGLISH 11     B
0242 ALGEBRA 2      C
0242 CHEMISTRY      A
0242 US HISTORY     F
0242 PHYS ED        C
0242 ART 1          A
0242 AUTO SHOP      B
0243 ENGLISH 10     C
0243 GEOMETRY       D
0243 BIOLOGY 1      B
0243 WORLD HISTORY  B
0243 PHYS ED        B
0243 GERMAN 1       C
0244 ENGLISH 12     C
0244 CALCULUS       A
0244 CHEMISTRY      C
0244 ECONOMICS      A
0244 PHYS ED        B
0244 DRAMA          B
0245 ENGLISH 10     C
0245 ALGEBRA 2      B
0245 BIOLOGY 1      B
0245 WORLD HISTORY  B
0245 PHYS ED        C
0245 BAND           D
0245 FRENCH 2       C
0246 ENGLISH 11     B
0246 TRIGONOMETRY   D
0246 BIOLOGY 2      B
0246 US HISTORY     A
0246 PHYS ED        B
0246 COMPUTER LAB   A
0247 ENGLISH 12     D
0247 TRIGONOMETRY   A
0247 PHYSICS        B
0247 ECONOMICS      C
0247 PHYS ED        B
0247 BAND           C
0248 ENGLISH 9      D
0248 ALGEBRA 1      B
0248 GEN SCIENCE    B
0248 CIVICS         C
0248 PHYS ED        F
0248 DRAMA          B
0249 ENGLISH 12     D
0249 TRIGONOMETRY   C
0249 PHYSICS        C
0249 ECONOMICS      B
0249 PHYS ED        A
0249 METAL SHOP     B
0250 ENGLISH 12     C
0250 CALCULUS       C
0250 CHEMISTRY      C
0250 ECONOMICS      B
0250 PHYS ED        C
0250 HOME EC        A
0250 GERMAN 1       A
0251 ENGLISH 11     F
0251 ALGEBRA 2      C
0251 BIOLOGY 2      C
0251 US HISTORY     D
0251 PHYS ED        B
0251 DRAMA          D
0251 FRENCH 1       C
0252 ENGLISH 9      B
0252 ALGEBRA 1      B
0252 EARTH SCIENCE  C
0252 CIVICS         C
0252 PHYS ED        B
0252 CHOIR          A
0253 ENGLISH 9      A
0253 ALGEBRA 1      C
0253 GEN SCIENCE    F
0253 CIVICS         C
0253 PHYS ED        C
0253 FRENCH 1       D
0253 BAND           B
0254 ENGLISH 12     B
0254 CALCULUS       C
0254 PHYSICS        B
0254 ECONOMICS      B
0254 PHYS ED        C
0254 DRAMA          A
0255 ENGLISH 12     A
0255 CALCULUS       C
0255 PHYSICS        B
0255 ECONOMICS      B
0255 PHYS ED        C
0255 LATIN 1        C
0256 ENGLISH 9      B
0256 ALGEBRA 1      D
0256 GEN SCIENCE    D
0256 CIVICS         F
0256 PHYS ED        B
0256 LATIN 1        F
0256 BAND           A
0257 ENGLISH 10     A
0257 ALGEBRA 2      C
0257 BIOLOGY 1      F
0257 WORLD HISTORY  B
0257 PHYS ED        A
0257 LATIN 1        B
0258 ENGLISH 10     C
0258 GEOMETRY       B
0258 BIOLOGY 1      F
0258 WORLD HISTORY  C
0258 PHYS ED        C
0258 WOOD SHOP      A
0259 ENGLISH 12     B
0259 TRIGONOMETRY   C
0259 PHYSICS        C
0259 ECONOMICS      B
0259 PHYS ED        C
0259 SPANISH 1      A
0259 DRIVER ED      B
0260 ENGLISH 10     A
0260 ALGEBRA 2      B
0260 BIOLOGY 1      A
0260 WORLD HISTORY  C
0260 PHYS ED        A
0260 METAL SHOP     B
0261 ENGLISH 12     A
0261 TRIGONOMETRY   D
0261 PHYSICS        C
0261 ECONOMICS      D
0261 PHYS ED        A
0261 HOME EC        C
0262 ENGLISH 10     A
0262 GEOMETRY       C
0262 BIOLOGY 1      B
0262 WORLD HISTORY  F
0262 PHYS ED        F
0262 BAND           D
0262 LATIN 1        A
0263 ENGLISH 9      D
0263 GEOMETRY       B
0263 GEN SCIENCE    D
0263 CIVICS         B
0263 PHYS ED        A
0263 FRENCH 1       B
0264 ENGLISH 9      C
0264 GEOMETRY       A
0264 GEN SCIENCE    A
0264 CIVICS         C
0264 PHYS ED        C
0264 HOME EC        B
0265 ENGLISH 9      F
0265 ALGEBRA 1      B
0265 EARTH SCIENCE  A
0265 CIVICS         C
0265 PHYS ED        F
0265 COMPUTER LAB   B
0266 ENGLISH 12     C
0266 CALCULUS       C
0266 CHEMISTRY      D
0266 ECONOMICS      B
0266 PHYS ED        C
0266 FRENCH 1       C
0266 LATIN 1        B
0267 ENGLISH 9      B
0267 GEOMETRY       C
0267 EARTH SCIENCE  C
0267 CIVICS         C
0267 PHYS ED        A
0267 HOME EC        F
0268 ENGLISH 11     A
0268 TRIGONOMETRY   A
0268 CHEMISTRY      B
0268 US HISTORY     F
0268 PHYS ED        F
0268 ART 1          C
0269 ENGLISH 11     C
0269 TRIGONOMETRY   F
0269 CHEMISTRY      C
0269 US HISTORY     B
0269 PHYS ED        B
0269 AUTO SHOP      F
0270 ENGLISH 10     A
0270 GEOMETRY       C
0270 BIOLOGY 1      C
0270 WORLD HISTORY  A
0270 PHYS ED        B
0270 FRENCH 2       B
0271 ENGLISH 12     C
0271 CALCULUS       C
0271 CHEMISTRY      D
0271 ECONOMICS      F
0271 PHYS ED        F
0271 FRENCH 1       B
0272 ENGLISH 10     F
0272 ALGEBRA 2      A
0272 BIOLOGY 1      B
0272 WORLD HISTORY  B
0272 PHYS ED        B
0272 GERMAN 1       A
0273 ENGLISH 9      B
0273 ALGEBRA 1      B
0273 EARTH SCIENCE  A
0273 CIVICS         A
0273 PHYS ED        A
0273 SPANISH 1      D
0273 FRENCH 2       B
0274 ENGLISH 9      C
0274 GEOMETRY       B
0274 GEN SCIENCE    C
0274 CIVICS         C
0274 PHYS ED        B
0274 DRIVER ED      B
0274 BAND           D
0275 ENGLISH 9      D
0275 GEOMETRY       B
0275 GEN SCIENCE    A
0275 CIVICS         C
0275 PHYS ED        F
0275 CHOIR          B
0275 ART 1          F
0276 ENGLISH 11     C
0276 ALGEBRA 2      B
0276 CHEMISTRY      A
0276 US HISTORY     B
0276 PHYS ED        C
0276 CHOIR          F
0277 ENGLISH 9      A
0277 ALGEBRA 1      B
0277 GEN SCIENCE    F
0277 CIVICS         C
0277 PHYS ED        B
0277 CHOIR          A
0278 ENGLISH 10     B
0278 ALGEBRA 2      B
0278 BIOLOGY 1      C
0278 WORLD HISTORY  B
0278 PHYS ED        A
0278 FRENCH 1       A
0279 ENGLISH 12     F
0279 TRIGONOMETRY   B
0279 PHYSICS        F
0279 ECONOMICS      F
0279 PHYS ED        F
0279 DRIVER ED      B
0280 ENGLISH 10     B
0280 ALGEBRA 2      B
0280 BIOLOGY 1      B
0280 WORLD HISTORY  B
0280 PHYS ED        D
0280 CHOIR          B
0280 BAND           D
0281 ENGLISH 9      C
0281 ALGEBRA 1      A
0281 GEN SCIENCE    A
0281 CIVICS         A
0281 PHYS ED        D
0281 GERMAN 1       C
0282 ENGLISH 10     C
0282 ALGEBRA 2      C
0282 BIOLOGY 1      A
0282 WORLD HISTORY  A
0282 PHYS ED        B
0282 FRENCH 2       B
0283 ENGLISH 9      C
0283 GEOMETRY       C
0283 GEN SCIENCE    B
0283 CIVICS         A
0283 PHYS ED        A
0283 COMPUTER LAB   B
0284 ENGLISH 9      B
0284 ALGEBRA 1      C
0284 GEN SCIENCE    C
0284 CIVICS         F
0284 PHYS ED        C
0284 LATIN 1        B
0285 ENGLISH 11     B
0285 TRIGONOMETRY   C
0285 CHEMISTRY      C
0285 US HISTORY     A
0285 PHYS ED        C
0285 METAL SHOP     D
0285 AUTO SHOP      A
0286 ENGLISH 10     F
0286 GEOMETRY       C
0286 BIOLOGY 1      B
0286 WORLD HISTORY  A
0286 PHYS ED        A
0286 TYPING 1       B
0287 ENGLISH 12     B
0287 CALCULUS       F
0287 PHYSICS        C
0287 ECONOMICS      B
0287 PHYS ED        A
0287 AUTO SHOP      C
0288 ENGLISH 12     C
0288 TRIGONOMETRY   C
0288 PHYSICS        A
0288 ECONOMICS      C
0288 PHYS ED        C
0288 HOME EC        F
0289 ENGLISH 10     C
0289 ALGEBRA 2      C
0289 BIOLOGY 1      C
0289 WORLD HISTORY  F
0289 PHYS ED        B
0289 METAL SHOP     C
0289 LATIN 1        F
0290 ENGLISH 11     A
0290 ALGEBRA 2      B
0290 CHEMISTRY      A
0290 US HISTORY     C
0290 PHYS ED        F
0290 LATIN 1        C
0291 ENGLISH 11     A
0291 ALGEBRA 2      B
0291 CHEMISTRY      D
0291 US HISTORY     B
0291 PHYS ED        B
0291 JOURNALISM     A
0292 ENGLISH 10     C
0292 ALGEBRA 2      B
0292 BIOLOGY 1      A
0292 WORLD HISTORY  D
0292 PHYS ED        B
0292 WOOD SHOP      B
0293 ENGLISH 11     B
0293 ALGEBRA 2      A
0293 CHEMISTRY      A
0293 US HISTORY     C
0293 PHYS ED        A
0293 TYPING 1       C
0294 ENGLISH 12     C
0294 CALCULUS       C
0294 PHYSICS        D
0294 ECONOMICS      B
0294 PHYS ED        C
0294 FRENCH 1       B
0295 ENGLISH 11     A
0295 TRIGONOMETRY   B
0295 CHEMISTRY      A
0295 US HISTORY     B
0295 PHYS ED        A
0295 BAND           A
0296 ENGLISH 10     B
0296 ALGEBRA 2      B
0296 BIOLOGY 1      B
0296 WORLD HISTORY  F
0296 PHYS ED        D
0296 DRAMA          B
0296 CHOIR          B
0297 ENGLISH 10     B
0297 ALGEBRA 2      C
0297 BIOLOGY 1      D
0297 WORLD HISTORY  A
0297 PHYS ED        C
0297 LATIN 1        B
0298 ENGLISH 11     C
0298 TRIGONOMETRY   B
0298 BIOLOGY 2      C
0298 US HISTORY     A
0298 PHYS ED        A
0298 AUTO SHOP      D
0299 ENGLISH 10     A
0299 ALGEBRA 2      B
0299 BIOLOGY 1      C
0299 WORLD HISTORY  A
0299 PHYS ED        F
0299 DRIVER ED      C
0300 ENGLISH 9      B
0300 GEOMETRY       C
0300 GEN SCIENCE    B
0300 CIVICS         A
0300 PHYS ED        B
0300 TYPING 1       C
0300 AUTO SHOP      A
0301 ENGLISH 12     B
0301 TRIGONOMETRY   A
0301 PHYSICS        C
0301 ECONOMICS      B
0301 PHYS ED        D
0301 AUTO SHOP      A
0302 ENGLISH 9      C
0302 GEOMETRY       A
0302 EARTH SCIENCE  C
0302 CIVICS         C
0302 PHYS ED        C
0302 TYPING 1       C
0303 ENGLISH 11     B
0303 ALGEBRA 2      C
0303 CHEMISTRY      C
0303 US HISTORY     C
0303 PHYS ED        B
0303 SPANISH 1      C
0304 ENGLISH 11     A
0304 ALGEBRA 2      C
0304 CHEMISTRY      F
0304 US HISTORY     A
0304 PHYS ED        A
0304 LATIN 1        C
0305 ENGLISH 10     C
0305 GEOMETRY       A
0305 BIOLOGY 1      F
0305 WORLD HISTORY  B
0305 PHYS ED        B
0305 CHOIR          B
0306 ENGLISH 11     A
0306 TRIGONOMETRY   F
0306 BIOLOGY 2      B
0306 US HISTORY     C
0306 PHYS ED        C
0306 COMPUTER LAB   D
0307 ENGLISH 12     B
0307 TRIGONOMETRY   B
0307 PHYSICS        A
0307 ECONOMICS      F
0307 PHYS ED        B
0307 FRENCH 2       B
0308 ENGLISH 10     B
0308 GEOMETRY       A
0308 BIOLOGY 1      A
0308 WORLD HISTORY  D
0308 PHYS ED        C
0308 METAL SHOP     A
0309 ENGLISH 9      C
0309 ALGEBRA 1      C
0309 GEN SCIENCE    F
0309 CIVICS         D
0309 PHYS ED        C
0309 CHOIR          B
0310 ENGLISH 10     C
0310 ALGEBRA 2      B
0310 BIOLOGY 1      C
0310 WORLD HISTORY  B
0310 PHYS ED        B
0310 TYPING 1       C
0311 ENGLISH 10     F
0311 GEOMETRY       B
0311 BIOLOGY 1      A
0311 WORLD HISTORY  C
0311 PHYS ED        A
0311 AUTO SHOP      C
0311 LATIN 1        C
0312 ENGLISH 9      F
0312 GEOMETRY       A
0312 EARTH SCIENCE  C
0312 CIVICS         B
0312 PHYS ED        A
0312 AUTO SHOP      C
0313 ENGLISH 9      A
0313 ALGEBRA 1      F
0313 GEN SCIENCE    C
0313 CIVICS         A
0313 PHYS ED        B
0313 AUTO SHOP      B
0314 ENGLISH 12     A
0314 TRIGONOMETRY   C
0314 CHEMISTRY      D
0314 ECONOMICS      D
0314 PHYS ED        B
0314 METAL SHOP     A
0315 ENGLISH 10     C
0315 GEOMETRY       A
0315 BIOLOGY 1      F
0315 WORLD HISTORY  B
0315 PHYS ED        B
0315 AUTO SHOP      F
0316 ENGLISH 9      D
0316 GEOMETRY       C
0316 GEN SCIENCE    C
0316 CIVICS         A
0316 PHYS ED        C
0316 CHOIR          C
0317 ENGLISH 9      A
0317 GEOMETRY       B
0317 EARTH SCIENCE  C
0317 CIVICS         F
0317 PHYS ED        C
0317 HOME EC        A
0318 ENGLISH 12     C
0318 TRIGONOMETRY   C
0318 PHYSICS        C
0318 ECONOMICS      D
0318 PHYS ED        D
0318 JOURNALISM     C
0319 ENGLISH 11     B
0319 ALGEBRA 2      A
0319 CHEMISTRY      B
0319 US HISTORY     C
0319 PHYS ED        C
0319 DRAMA          B
0320 ENGLISH 10     C
0320 GEOMETRY       B
0320 BIOLOGY 1      C
0320 WORLD HISTORY  D
0320 PHYS ED        C
0320 SPANISH 1      A
